name,incomingEdges
"[Tail endband (Bodleian, Ms. Auct. F.1.14)]",11.0
"[Pastedowns (Bodleian, Arch.F.b.3)]",11.0
"[Main conservation event (Bodleian, Ms Digby 44)]",11.0
"[Cover (Bodleian, 23197 d1)]",11.0
"[Bookblock (Bodleian, Vet.Al.d.39)]",11.0
"[Bookblock (Bodleian, Ms.Douce.88)]",11.0
"[Bookblock (Bodleian, Ms.BOM.187)]",11.0
"[Bookblock (Bodleian, Ms. Clas. Dep. C.43)]",11.0
"[Bookblock (Bodleian, Ms. Auct. D.4.17)]",11.0
"[Bookblock (Bodleian, Ms Digby 44)]",11.0
"[Bookblock (Bodleian, Arch.F.b.3)]",11.0
"[Bookblock (Bodleian, Arch.B.c.4)]",11.0
"[Bookblock (Bodleian, 23197 d1)]",11.0
"[Book (Bodleian, Ms.Add.A.105)]",11.0
"[Sewing structure (Bodleian, Dance E 44)]",10.0
"[Sewing structure (Bodleian, C 8 22 Line?)]",10.0
"[Sewing structure (Bodleian, Arch.B.c.4)]",10.0
"[Right endleaves (Bodleian, Arch.F.b.3)]",10.0
"[Left endleaves (Bodleian, G.Pamph.1670)]",10.0
"[Left endleaves (Bodleian, Arch.F.b.3)]",10.0
"[Bookblock (Bodleian, G.Pamph.1670)]",10.0
"[Bookblock (Bodleian, 8vo S 188 Art)]",10.0
"[Addition to Bodleian, MS. e Mus. 65]",10.0
"[Addition to Bodleian, MS. e Mus. 65]",10.0
"[Main conservation event (Bodleian, Ms.BOM.187)]",9.0
"[Cover (Bodleian, Vet.256e.15182)]",9.0
"[Cover (Bodleian, Ms Digby 44)]",9.0
"[Cover (Bodleian, Arch.F.b.3)]",9.0
"[Bookblock (Bodleian, Vet.256e.15182)]",9.0
"[Bookblock (Bodleian, Bliss B4)]",9.0
"[Bookblock (Bodleian, 6062)]",9.0
[Solution material: water],8.0
"[Sewing structure (Bodleian, Ms.BOM.187)]",8.0
"[Main conservation event (Bodleian, Ms.Add.A.105)]",8.0
"[Main conservation event (Bodleian, Ms. Auct. F.1.14)]",8.0
"[Left board (Bodleian, C 8 22 Line?)]",8.0
"[Cover (Bodleian, Ms. Auct. F.1.14)]",8.0
"[Cover (Bodleian, G.Pamph.2589)]",8.0
"[Cover (Bodleian, G.Pamph.2376)]",8.0
"[Bookblock (Bodleian, Ms.Add.A.105)]",8.0
"[Bookblock (Bodleian, Ms. Auct. F.1.14)]",8.0
"[Bookblock (Bodleian, Inc.d.f2.1494.2)]",8.0
"[Bookblock (Bodleian, G.Pamph.2589)]",8.0
"[Bookblock (Bodleian, G.Pamph.2376)]",8.0
"[Bookblock (Bodleian, Dance E 44)]",8.0
"[Addition to Bodleian, Arch.F.b.3]",8.0
"[Textblock (Bodleian, Ms. Auct. D.4.17)]",7.0
"[Spine-section (Bodleian, Ms Digby 44)]",7.0
[Solution material: IMS],7.0
"[Sewing supports (Bodleian, Arch.B.c.4)]",7.0
"[Sewing structure (Bodleian, AA 106 Art)]",7.0
"[Sewing structure (Bodleian, 6062)]",7.0
"[Sewing structure (Bodleian, 23197 d1)]",7.0
"[Modification of Bodleian, Vet.Al.d.39]",7.0
"[Modification of Bodleian, Vet.Al.d.39]",7.0
"[Modification of Bodleian, MS. e Mus. 65]",7.0
"[Modification of Bodleian, MS. e Mus. 65]",7.0
"[Modification of Bodleian, Arch.B.c.4]",7.0
"[Left-section (Bodleian, Inc.d.f2.1494.2)]",7.0
"[Left endleaves (Bodleian, Ms Digby 44)]",7.0
"[Head endband (Bodleian, Arch.F.b.3)]",7.0
"[Cover (Bodleian, Ms.Add.A.105)]",7.0
"[Cover (Bodleian, 8vo S 188 Art)]",7.0
"[Addition to Bodleian, Ms. Auct. F.1.14]",7.0
[machine-made paper],6.0
[braid],6.0
"[Textblock (Bodleian, Ms.BOM.187)]",6.0
"[Textblock (Bodleian, Ms.Add.A.105)]",6.0
"[Textblock (Bodleian, Inc.d.f2.1494.2)]",6.0
"[Tail endband (Bodleian, AA 106 Art)]",6.0
"[Spine lining (Bodleian, Arch.B.c.4)]",6.0
"[Sewing supports (Bodleian, Arch.B.c.4)]",6.0
"[Sewing supports (Bodleian, Arch.B.c.4)]",6.0
"[Sewing supports (Bodleian, Arch.B.c.4)]",6.0
"[Sewing supports (Bodleian, Arch.B.c.4)]",6.0
"[Sewing supports (Bodleian, Arch.B.c.4)]",6.0
"[Sewing structure (Bodleian, Vet.256e.15182)]",6.0
"[Sewing structure (Bodleian, Ms. Clas. Dep. C.43)]",6.0
"[Sewing structure (Bodleian, Ms. Auct. D.4.17)]",6.0
"[Sewing structure (Bodleian, G.Pamph.2376)]",6.0
"[Right endleaves (Bodleian, Ms Digby 44)]",6.0
"[Right board (Bodleian, Vet.Al.d.39)]",6.0
"[Modification of Bodleian, Vet.Al.d.39]",6.0
"[Modification of Bodleian, Vet.Al.d.39]",6.0
"[Modification of Bodleian, Ms.Add.A.105]",6.0
"[Modification of Bodleian, MS. e Mus. 65]",6.0
"[Modification of Bodleian, MS. e Mus. 65]",6.0
"[Modification of Bodleian, MS. e Mus. 65]",6.0
"[Modification of Bodleian, C 8 22 Line?]",6.0
"[Modification of Bodleian, C 8 22 Line?]",6.0
"[Modification of Bodleian, Arch.B.c.4]",6.0
"[Left-section (Bodleian, AA 106 Art)]",6.0
"[Left endleaves (Bodleian, Arch.B.c.4)]",6.0
"[Left board (Bodleian, Ms.Add.A.105)]",6.0
"[Left board (Bodleian, MS. e Mus. 65)]",6.0
"[Head endband (Bodleian, AA 106 Art)]",6.0
"[Addition to Bodleian, G.Pamph.2376]",6.0
"[Addition to Bodleian, Arch.B.c.4]",6.0
"[Addition to Bodleian, Arch.B.c.4]",6.0
"[Addition to Bodleian, Arch A f 134]",6.0
null,5.0
null,5.0
null,5.0
null,5.0
"[Textblock (Bodleian, Ms Digby 44)]",5.0
"[Textblock (Bodleian, C 8 22 Line?)]",5.0
"[Textblock (Bodleian, Arch A f 134)]",5.0
"[Tail endband (Bodleian, Vet.Al.d.39)]",5.0
"[Spine-section (Bodleian, AA 106 Art)]",5.0
"[Spine lining (Bodleian, Ms.Douce.88)]",5.0
"[Spine lining (Bodleian, Ms.Douce.88)]",5.0
"[Spine lining (Bodleian, Ms.Douce.88)]",5.0
"[Sewing supports (Bodleian, Vet.Al.d.39)]",5.0
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",5.0
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",5.0
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",5.0
"[Sewing supports (Bodleian, AA 106 Art)]",5.0
"[Sewing supports (Bodleian, AA 106 Art)]",5.0
"[Sewing supports (Bodleian, AA 106 Art)]",5.0
"[Sewing supports (Bodleian, AA 106 Art)]",5.0
"[Sewing supports (Bodleian, AA 106 Art)]",5.0
"[Sewing structure (Bodleian, Ms Digby 44)]",5.0
"[Sewing structure (Bodleian, Inc.d.f2.1494.2)]",5.0
"[Sewing structure (Bodleian, 8vo S 188 Art)]",5.0
"[Right-section (Bodleian, Inc.d.f2.1494.2)]",5.0
"[Right-section (Bodleian, AA 106 Art)]",5.0
"[Right endleaves (Bodleian, Ms. Auct. D.4.17)]",5.0
"[Right endleaves (Bodleian, C 8 22 Line?)]",5.0
"[Right endleaves (Bodleian, Arch.B.c.4)]",5.0
"[Right endleaves (Bodleian, Arch A f 134)]",5.0
"[Right board (Bodleian, MS. e Mus. 65)]",5.0
"[Right board (Bodleian, C 8 22 Line?)]",5.0
"[Right board (Bodleian, 23197 d1)]",5.0
"[Removal from Bodleian, MS. e Mus. 65]",5.0
"[Previous repairs (Bodleian, C 8 22 Line?)]",5.0
"[Previous repairs (Bodleian, AA 106 Art)]",5.0
"[Pasting-production (Bodleian, MS. e Mus. 65)]",5.0
"[Pasting-production (Bodleian, MS. e Mus. 65)]",5.0
"[Modification of Bodleian, Vet.Al.d.39]",5.0
"[Modification of Bodleian, Ms. Auct. F.1.14]",5.0
"[Modification of Bodleian, Ms. Auct. F.1.14]",5.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",5.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",5.0
"[Modification of Bodleian, MS. e Mus. 65]",5.0
"[Modification of Bodleian, MS. e Mus. 65]",5.0
"[Modification of Bodleian, MS. e Mus. 65]",5.0
"[Modification of Bodleian, MS. e Mus. 65]",5.0
"[Modification of Bodleian, MS. e Mus. 65]",5.0
"[Modification of Bodleian, G.Pamph.1670]",5.0
"[Modification of Bodleian, C 8 22 Line?]",5.0
"[Modification of Bodleian, C 8 22 Line?]",5.0
"[Modification of Bodleian, Bliss B4]",5.0
"[Modification of Bodleian, Arch.F.b.3]",5.0
"[Modification of Bodleian, Arch.B.c.4]",5.0
"[Modification of Bodleian, Arch.B.c.4]",5.0
"[Modification of Bodleian, Arch.B.c.4]",5.0
"[Modification of Bodleian, Arch.B.c.4]",5.0
"[Modification of Bodleian, Arch A f 134]",5.0
"[Modification of Bodleian, AA 106 Art]",5.0
"[Modification of Bodleian, AA 106 Art]",5.0
"[Left endleaves (Bodleian, Ms. Auct. D.4.17)]",5.0
"[Left endleaves (Bodleian, C 8 22 Line?)]",5.0
"[Left endleaves (Bodleian, Arch A f 134)]",5.0
"[Left board (Bodleian, Ms. Auct. F.1.14)]",5.0
"[Left board (Bodleian, G.Pamph.2376)]",5.0
"[Left board (Bodleian, G.Pamph.1670)]",5.0
"[Left board (Bodleian, 23197 d1)]",5.0
"[Head endband (Bodleian, Vet.Al.d.39)]",5.0
"[Dyeing-productionvat
                                                (dyeing) (Bodleian, Arch.B.c.4)]",5.0
"[Dyeing-productionvat
                                                (dyeing) (Bodleian, Arch.B.c.4)]",5.0
"[Dyeing-production (Bodleian, MS. e Mus. 65)]",5.0
"[Cover (Bodleian, Ms. Clas. Dep. C.43)]",5.0
"[Cover (Bodleian, Dance E 44)]",5.0
"[Cover (Bodleian, Bliss B4)]",5.0
"[Cover (Bodleian, 6062)]",5.0
"[Bookbinding (Bodleian, Arch.B.c.4)]",5.0
"[Bookbinding (Bodleian, AA 106 Art)]",5.0
"[Addition to Bodleian, Ms.Douce.88]",5.0
"[Addition to Bodleian, Ms.Douce.88]",5.0
"[Addition to Bodleian, Ms.Douce.88]",5.0
"[Addition to Bodleian, Inc.d.f2.1494.2]",5.0
"[Addition to Bodleian, G.Pamph.2589]",5.0
"[Addition to Bodleian, Arch.B.c.4]",5.0
"[Addition to Bodleian, Arch.B.c.4]",5.0
[paper],4.0
"[Textblock (Bodleian, Vet.Al.d.39)]",4.0
"[Textblock (Bodleian, Vet.256e.15182)]",4.0
"[Textblock (Bodleian, Bliss B4)]",4.0
"[Textblock (Bodleian, Arch.B.c.4)]",4.0
"[Textblock (Bodleian, 6062)]",4.0
"[Tail endband (Bodleian, Ms.BOM.187)]",4.0
"[Tail endband (Bodleian, Inc.d.f2.1494.2)]",4.0
"[Tail endband (Bodleian, Dance E 44)]",4.0
"[Tail endband (Bodleian, 8vo S 188 Art)]",4.0
"[Stitching-production (Bodleian, Ms.Add.A.105)]",4.0
"[Stitching-production (Bodleian, Ms.Add.A.105)]",4.0
"[Spine-section (Bodleian, Ms.BOM.187)]",4.0
"[Spine-section (Bodleian, G.Pamph.2589)]",4.0
"[Spine lining (Bodleian, C 8 22 Line?)]",4.0
"[Sewing-production (Bodleian, MS. e Mus. 65)]",4.0
"[Sewing-production (Bodleian, MS. e Mus. 65)]",4.0
"[Sewing-production (Bodleian, 23197 d1)]",4.0
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",4.0
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",4.0
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",4.0
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",4.0
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",4.0
"[Sewing supports (Bodleian, Arch A f 134)]",4.0
"[Sewing supports (Bodleian, Arch A f 134)]",4.0
"[Sewing supports (Bodleian, 8vo S 188 Art)]",4.0
"[Sewing supports (Bodleian, 8vo S 188 Art)]",4.0
"[Sewing supports (Bodleian, 8vo S 188 Art)]",4.0
"[Sewing structure (Bodleian, Vet.Al.d.39)]",4.0
"[Sewing structure (Bodleian, G.Pamph.2589)]",4.0
"[Sewing structure (Bodleian, Arch A f 134)]",4.0
"[Sanding-production (Bodleian, Arch.B.c.4)]",4.0
"[Sanding-production (Bodleian, Arch.B.c.4)]",4.0
"[Right-section (Bodleian, 23197 d1)]",4.0
"[Right endleaves (Bodleian, 8vo S 188 Art)]",4.0
"[Right board (Bodleian, Ms.Add.A.105)]",4.0
"[Right board (Bodleian, Ms. Auct. F.1.14)]",4.0
"[Right board (Bodleian, Ms Digby 44)]",4.0
"[Right board (Bodleian, G.Pamph.2376)]",4.0
"[Right board (Bodleian, G.Pamph.1670)]",4.0
"[Right board (Bodleian, 6062)]",4.0
"[Removal from Bodleian, Vet.256e.15182]",4.0
"[Removal from Bodleian, Ms. Auct. F.1.14]",4.0
"[Removal from Bodleian, 6062]",4.0
"[Removal from Bodleian, 6062]",4.0
"[Previous repairs-place (Bodleian, C 8 22 Line?)]",4.0
"[Previous repairs-place (Bodleian, C 8 22 Line?)]",4.0
"[Modification of Bodleian, Vet.Al.d.39]",4.0
"[Modification of Bodleian, Vet.Al.d.39]",4.0
"[Modification of Bodleian, Vet.Al.d.39]",4.0
"[Modification of Bodleian, Vet.Al.d.39]",4.0
"[Modification of Bodleian, Vet.Al.d.39]",4.0
"[Modification of Bodleian, Vet.256e.15182]",4.0
"[Modification of Bodleian, Ms.Douce.88]",4.0
"[Modification of Bodleian, Ms.Douce.88]",4.0
"[Modification of Bodleian, Ms.Add.A.105]",4.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",4.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",4.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",4.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",4.0
"[Modification of Bodleian, Ms Digby 44]",4.0
"[Modification of Bodleian, Ms Digby 44]",4.0
"[Modification of Bodleian, MS. e Mus. 65]",4.0
"[Modification of Bodleian, MS. e Mus. 65]",4.0
"[Modification of Bodleian, MS. e Mus. 65]",4.0
"[Modification of Bodleian, Inc.d.f2.1494.2]",4.0
"[Modification of Bodleian, Inc.d.f2.1494.2]",4.0
"[Modification of Bodleian, G.Pamph.2376]",4.0
"[Modification of Bodleian, G.Pamph.2376]",4.0
"[Modification of Bodleian, G.Pamph.1670]",4.0
"[Modification of Bodleian, G.Pamph.1670]",4.0
"[Modification of Bodleian, G.Pamph.1670]",4.0
"[Modification of Bodleian, G.Pamph.1670]",4.0
"[Modification of Bodleian, Bliss B4]",4.0
"[Modification of Bodleian, Bliss B4]",4.0
"[Modification of Bodleian, Arch.F.b.3]",4.0
"[Modification of Bodleian, Arch.F.b.3]",4.0
"[Modification of Bodleian, Arch.F.b.3]",4.0
"[Modification of Bodleian, Arch.B.c.4]",4.0
"[Modification of Bodleian, Arch.B.c.4]",4.0
"[Modification of Bodleian, Arch.B.c.4]",4.0
"[Modification of Bodleian, Arch.B.c.4]",4.0
"[Modification of Bodleian, Arch.B.c.4]",4.0
"[Modification of Bodleian, Arch.B.c.4]",4.0
"[Modification of Bodleian, Arch A f 134]",4.0
"[Modification of Bodleian, Arch A f 134]",4.0
"[Modification of Bodleian, Arch A f 134]",4.0
"[Modification of Bodleian, Arch A f 134]",4.0
"[Modification of Bodleian, AA 106 Art]",4.0
"[Modification of Bodleian, 8vo S 188 Art]",4.0
"[Modification of Bodleian, 8vo S 188 Art]",4.0
"[Modification of Bodleian, 6062]",4.0
"[Modification of Bodleian, 6062]",4.0
"[Modification of Bodleian, 6062]",4.0
"[Modification of Bodleian, 6062]",4.0
"[Modification of Bodleian, 23197 d1]",4.0
"[Left-section (Bodleian, 23197 d1)]",4.0
"[Left endleaves (Bodleian, Bliss B4)]",4.0
"[Left endleaves (Bodleian, 8vo S 188 Art)]",4.0
"[Left board (Bodleian, 6062)]",4.0
"[Head endband (Bodleian, Ms.BOM.187)]",4.0
"[Head endband (Bodleian, Inc.d.f2.1494.2)]",4.0
"[Head endband (Bodleian, Dance E 44)]",4.0
"[Head endband (Bodleian, 8vo S 188 Art)]",4.0
"[Dyeing-production (Bodleian, MS. e Mus. 65)]",4.0
"[Covering material (Bodleian, AA 106 Art)]",4.0
"[Conservation assessment (Bodleian, MS. e Mus. 65)]",4.0
"[Conservation assessment (Bodleian, Bliss B4)]",4.0
"[Conservation assessment (Bodleian, 6062)]",4.0
"[Bookbinding (Bodleian, Ms.BOM.187)]",4.0
"[Bookbinding (Bodleian, Arch A f 134)]",4.0
"[Boards right inside outside (Bodleian, Arch.F.b.3)]",4.0
"[Boards left inside outside (Bodleian, Arch.F.b.3)]",4.0
"[Addition to Bodleian, Vet.256e.15182]",4.0
"[Addition to Bodleian, Ms.BOM.187]",4.0
"[Addition to Bodleian, Ms. Clas. Dep. C.43]",4.0
"[Addition to Bodleian, Ms. Clas. Dep. C.43]",4.0
"[Addition to Bodleian, Ms Digby 44]",4.0
"[Addition to Bodleian, MS. e Mus. 65]",4.0
"[Addition to Bodleian, MS. e Mus. 65]",4.0
"[Addition to Bodleian, MS. e Mus. 65]",4.0
"[Addition to Bodleian, MS. e Mus. 65]",4.0
"[Addition to Bodleian, Dance E 44]",4.0
"[Addition to Bodleian, C 8 22 Line?]",4.0
"[Addition to Bodleian, C 8 22 Line?]",4.0
"[Addition to Bodleian, C 8 22 Line?]",4.0
"[Addition to Bodleian, Bliss B4]",4.0
"[Addition to Bodleian, Arch.F.b.3]",4.0
"[Addition to Bodleian, Arch.B.c.4]",4.0
"[Addition to Bodleian, Arch.B.c.4]",4.0
"[Addition to Bodleian, Arch A f 134]",4.0
"[Addition to Bodleian, Arch A f 134]",4.0
"[Addition to Bodleian, Arch A f 134]",4.0
"[Addition to Bodleian, Arch A f 134]",4.0
"[Addition to Bodleian, Arch A f 134]",4.0
"[Addition to Bodleian, AA 106 Art]",4.0
"[Addition to Bodleian, 8vo S 188 Art]",4.0
"[Addition to Bodleian, 6062]",4.0
"[Addition to Bodleian, 6062]",4.0
"[Addition to Bodleian, 23197 d1]",4.0
null,3.0
null,3.0
[leather dressing],3.0
"[Thread (Bodleian, Arch.F.b.3)]",3.0
"[Textblock (Bodleian, MS. e Mus. 65)]",3.0
"[Textblock (Bodleian, G.Pamph.1670)]",3.0
"[Textblock (Bodleian, AA 106 Art)]",3.0
"[Textblock (Bodleian, 8vo S 188 Art)]",3.0
"[Textblock (Bodleian, 23197 d1)]",3.0
"[Tail endband (Bodleian, Ms. Auct. D.4.17)]",3.0
"[Tail endband (Bodleian, G.Pamph.2589)]",3.0
"[Tail endband (Bodleian, C 8 22 Line?)]",3.0
"[Tail endband (Bodleian, Arch.F.b.3)]",3.0
"[Tail endband (Bodleian, Arch.B.c.4)]",3.0
"[Tail endband (Bodleian, 23197 d1)]",3.0
"[Supporting-production (Bodleian, Arch.B.c.4)]",3.0
"[Spine-section (Bodleian, Vet.Al.d.39)]",3.0
"[Spine-section (Bodleian, Vet.256e.15182)]",3.0
"[Spine-section (Bodleian, Dance E 44)]",3.0
"[Spine-section (Bodleian, C 8 22 Line?)]",3.0
"[Spine-section (Bodleian, 23197 d1)]",3.0
"[Spine lining (Bodleian, Vet.Al.d.39)]",3.0
"[Spine lining (Bodleian, Vet.256e.15182)]",3.0
"[Spine lining (Bodleian, Ms. Clas. Dep. C.43)]",3.0
"[Spine lining (Bodleian, Ms. Auct. F.1.14)]",3.0
"[Spine lining (Bodleian, G.Pamph.1670)]",3.0
"[Spine lining (Bodleian, 6062)]",3.0
"[Spine lining (Bodleian, 6062)]",3.0
[Solution],3.0
[Solution],3.0
[Solution],3.0
[Solution],3.0
[Solution],3.0
[Solution],3.0
[Solution],3.0
[Solution],3.0
"[Slips (Bodleian, Ms.BOM.187)]",3.0
"[Sewing-production (Bodleian, 23197 d1)]",3.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",3.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",3.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",3.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",3.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",3.0
"[Sewing supports (Bodleian, Ms.BOM.187)]",3.0
"[Sewing supports (Bodleian, Ms.BOM.187)]",3.0
"[Sewing supports (Bodleian, Ms.BOM.187)]",3.0
"[Sewing supports (Bodleian, Ms.BOM.187)]",3.0
"[Sewing supports (Bodleian, Ms.BOM.187)]",3.0
"[Sewing supports (Bodleian, Ms Digby 44)]",3.0
"[Sewing supports (Bodleian, Ms Digby 44)]",3.0
"[Sewing supports (Bodleian, Ms Digby 44)]",3.0
"[Sewing supports (Bodleian, Ms Digby 44)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2589)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2589)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2589)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2376)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2376)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2376)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2376)]",3.0
"[Sewing supports (Bodleian, G.Pamph.2376)]",3.0
"[Sewing supports (Bodleian, C 8 22 Line?)]",3.0
"[Sewing supports (Bodleian, C 8 22 Line?)]",3.0
"[Sewing supports (Bodleian, C 8 22 Line?)]",3.0
"[Sewing supports (Bodleian, C 8 22 Line?)]",3.0
"[Sewing supports (Bodleian, Bliss B4)]",3.0
"[Sewing supports (Bodleian, Arch A f 134)]",3.0
"[Sewing supports (Bodleian, 23197 d1)]",3.0
"[Sewing supports (Bodleian, 23197 d1)]",3.0
"[Sewing supports (Bodleian, 23197 d1)]",3.0
"[Sewing supports (Bodleian, 23197 d1)]",3.0
"[Sewing supports (Bodleian, 23197 d1)]",3.0
"[Sewing structure (Bodleian, Ms.Douce.88)]",3.0
"[Sewing production (Bodleian, Vet.Al.d.39)]",3.0
"[Sewing production (Bodleian, Ms.BOM.187)]",3.0
"[Sewing production (Bodleian, Arch.B.c.4)]",3.0
"[Sewing production (Bodleian, Arch A f 134)]",3.0
"[Sewing production (Bodleian, AA 106 Art)]",3.0
"[Secondary sewing (endband techniques)-production (Bodleian, Ms. Auct. F.1.14)]",3.0
"[Right-section (Bodleian, Vet.Al.d.39)]",3.0
"[Right-section (Bodleian, C 8 22 Line?)]",3.0
"[Right-section (Bodleian, Arch A f 134)]",3.0
"[Right inside boards (Bodleian, Ms Digby 44)]",3.0
"[Right endleaves (Bodleian, Ms.BOM.187)]",3.0
"[Right endleaves (Bodleian, AA 106 Art)]",3.0
"[Right boards outside (Bodleian, Arch A f 134)]",3.0
"[Right board (Bodleian, Vet.256e.15182)]",3.0
"[Right board (Bodleian, Ms.Douce.88)]",3.0
"[Right board (Bodleian, Ms. Auct. D.4.17)]",3.0
"[Right board (Bodleian, G.Pamph.2589)]",3.0
"[Right board (Bodleian, Bliss B4)]",3.0
"[Right board (Bodleian, Arch A f 134)]",3.0
"[Right board (Bodleian, AA 106 Art)]",3.0
"[Removal from Bodleian, Ms.Douce.88]",3.0
"[Removal from Bodleian, Arch.B.c.4]",3.0
"[Removal from Bodleian, 6062]",3.0
"[Primary sewing (endband techniques)-production (Bodleian, Ms. Auct. F.1.14)]",3.0
"[Previous repairs-place (Bodleian, C 8 22 Line?)]",3.0
"[Previous repairs-place (Bodleian, AA 106 Art)]",3.0
"[Previous repairs-place (Bodleian, AA 106 Art)]",3.0
"[Previous repairs-place (Bodleian, AA 106 Art)]",3.0
"[Outside right boards (Bodleian, 23197 d1)]",3.0
"[Outer joints-place (Bodleian, G.Pamph.1670)]",3.0
"[Modification of Bodleian, Vet.Al.d.39]",3.0
"[Modification of Bodleian, Vet.Al.d.39]",3.0
"[Modification of Bodleian, Vet.256e.15182]",3.0
"[Modification of Bodleian, Vet.256e.15182]",3.0
"[Modification of Bodleian, Ms.Douce.88]",3.0
"[Modification of Bodleian, Ms.Douce.88]",3.0
"[Modification of Bodleian, Ms.BOM.187]",3.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",3.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",3.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",3.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",3.0
